question,target,response,ans_tok,tok_prob,seq_prob,extracted_answer,extracted_ans_tok,extracted_seq_prob,infosel_logit,prom46_score,extracted_prom46_score
how are glacier caves formed?,'A glacier cave is a cave formed within the ice of a glacier .',Water melt within glacier.,"['Water', ' melt', ' within', ' glacier', '.', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.0368433379391412, 0.6169319682076659, 0.08927325829442606, 0.3425200508727074, 0.714853392646298, 0.24687542499883486, 0.9458245733757106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2740229964256286,Water melt within glacier.,"['Water', 'melt', 'within', 'glacier', '.']",0.2183957197890474,0.0,"{0: '\n        The response does not provide a complete explanation of how glacier caves are formed. It only mentions that water melts within a glacier, but it does not explain how this process leads to the formation of caves. The reference answer, on the other hand, provides a clear and concise explanation of the formation of glacier caves. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how much is 1 tablespoon of water,'This tablespoon has a capacity of about 15 mL.',"3 teaspoons  
","['3', ' teaspoons', '  ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.5239760424831582, 0.9190587860677876, 0.19502670927533405, 0.9915534940414232, 0.9996962278277225, 0.9972639048734036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.6729103326797485,3 teaspoons,"['3', 'teaspoons']",0.6939486908505375,0.0,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that one tablespoon of water is approximately 15 mL, while the response given is in terms of teaspoons. To be semantically equivalent, the response should have been in milliliters or stated that one tablespoon is equivalent to three teaspoons. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how much is 1 tablespoon of water,'In the USA one tablespoon (measurement unit) is approximately 15 mL; the capacity of an actual tablespoon (dining utensil) ranges from 7 mL to 14 mL.',"3 teaspoons 
","['3', ' teaspoons', ' ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.5239760424831582, 0.9190587860677876, 0.6807100606626376, 0.9930761987220911, 0.9998270572365549, 0.9964827469382108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8288940787315369,3 teaspoons,"['3', 'teaspoons']",0.6939486908505375,0.0,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that one tablespoon is approximately 15 mL, while the response provided is in terms of teaspoons. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how much is 1 tablespoon of water,'In Australia one tablespoon (measurement unit) is 20 mL.',"3 teaspoons 
","['3', ' teaspoons', ' ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.5239760424831582, 0.9190587860677876, 0.6807100606626376, 0.9930761987220911, 0.9998270572365549, 0.9964827469382108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8288940787315369,3 teaspoons,"['3', 'teaspoons']",0.6939486908505375,0.0,"{0: '\n        The response provided is not semantically equivalent to the reference answer. The reference answer states that one tablespoon is 20 mL, while the response gives the equivalent measurement in teaspoons. The response does not address the question of how much is 1 tablespoon of water, but rather provides an alternative measurement unit. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how much are the harry potter movies worth,"'The series also originated much tie-in merchandise, making the Harry Potter brand worth in excess of $15 billion.'","Billions   
","['Billi', 'ons', '   ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.5274060599446336, 0.9999755626925523, 0.0020693158702066116, 0.9861628617414309, 0.9997816562725941, 0.9940584780220082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.319794625043869,Billions,"['Billi', 'ons']",0.7262184048621992,0.0,"{0: '\n        The response ""Billions"" does not provide a specific amount, which makes it not semantically equivalent to the reference answer ""The series also originated much tie-in merchandise, making the Harry Potter brand worth in excess of $15 billion."". The reference answer gives a specific value, while the response only provides a vague estimation. Therefore, the response does not meet the criteria for a score of 1. [RESULT] 0'}",0.0
how a rocket engine works,"'A rocket engine, or simply ""rocket"", is a jet engine that uses only stored propellant mass for forming its high speed propulsive jet .'","Newton's Third Law 
","['Newton', ""'"", 's', ' Third', ' Law', ' ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.7832311770811848, 0.9998361140890488, 1.0, 0.5611519149170621, 0.999864954118506, 0.3422682535030302, 0.991794875147002, 0.9999525569523513, 0.9962604935956504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.8090919852256775,Newton's Third Law,"['Newton', ""'"", 's', 'Third', 'Law']",0.8483364281766295,0.0,"{0: ""\n        The response provided does not address the question of how a rocket engine works. It merely references Newton's Third Law, which is a fundamental principle of physics but does not explain the mechanics of a rocket engine. The reference answer, on the other hand, provides a clear and concise explanation of what a rocket engine is and how it functions. Therefore, the response and reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
how are cholera and typhus transmitted and prevented,"'Transmission occurs primarily by drinking water or eating food that has been contaminated by the feces (waste product) of an infected person, including one with no apparent symptoms.'","Contaminated water, poor sanitation, vector-borne (ticks, fleas). Vaccinations, hygiene, sanitation improvements 
","['Conta', 'minated', ' water', ',', ' poor', ' sanitation', ',', ' vector', '-', 'borne', ' (', 'ticks', ',', ' fleas', ').', ' Vac', 'cinations', ',', ' hygiene', ',', ' sanitation', ' improvements', ' ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.7878527711790407, 0.99983230066441, 0.9924019557430308, 0.1526731307548565, 0.5357878490903167, 0.90464134605916, 0.4880647439167578, 0.2931244692625771, 0.8972424833312224, 0.9993254922935993, 0.08961774951012555, 0.0660486087899972, 0.3558952884999272, 0.619264882089879, 0.2636006784898073, 0.013911039093988343, 0.9970103742679558, 0.9777144359506235, 0.6327124068966578, 0.7195665219907192, 0.4548827913554514, 0.07997186689657011, 0.07070882135335424, 0.9917479735843997, 0.9998847379031397, 0.8970193197469362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3965888619422912,"Contaminated water, poor sanitation, vector-borne (ticks, fleas). Vaccinations, hygiene, sanitation improvements","['Conta', 'minated', 'water', ',', 'poor', 'sanitation', ',', 'vector', '-', 'borne', '(', 'ticks', ',', 'fleas', ').', 'Vac', 'cinations', ',', 'hygiene', ',', 'sanitation', 'improvements']",0.3801188239421899,0.0,"{0: '\n        The response correctly identifies the modes of transmission for cholera and typhus, including contaminated water, poor sanitation, and vector-borne transmission. It also accurately mentions the methods of prevention, such as vaccinations, hygiene, and sanitation improvements. However, the response does not provide the specific detail that transmission occurs primarily through the feces of an infected person, which is a key aspect of the reference answer. Therefore, while the response is generally correct and informative, it is not semantically equivalent to the reference answer. [RESULT] 0'}",0.0
how did anne frank die,"'Anne Frank and her sister, Margot , were eventually transferred to the Bergen-Belsen concentration camp , where they died of typhus in March 1945.'","Exhaustion and disease in a concentration camp. 
","['Ex', 'haus', 'tion', ' and', ' disease', ' in', ' a', ' concentration', ' camp', '.', ' ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.005735669496475736, 0.986538744403166, 0.9990172516292497, 0.8492807084629027, 0.7996504979581123, 0.38376343075934893, 0.798184898268751, 0.9205411539473037, 0.9998616171657797, 0.3242935538463116, 0.5078322012566193, 0.9982538962615329, 0.9998835460865849, 0.9614857072152898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5381958484649658,Exhaustion and disease in a concentration camp.,"['Ex', 'haus', 'tion', 'and', 'disease', 'in', 'a', 'concentration', 'camp', '.']",0.4513683717848802,0.0,"{0: ""\n        The response does not provide specific details about Anne Frank's death, such as the name of the concentration camp or the cause of death. It only mentions exhaustion and disease, which are vague terms and do not directly refer to Anne Frank. The reference answer, however, provides specific information about Anne Frank's transfer to the Bergen-Belsen concentration camp and her cause of death, which is typhus. Therefore, the response and the reference answer are not semantically equivalent, and the response does not meet the criteria for a score of 1. [RESULT] 0""}",0.0
how are aircraft radial engines built,'The radial engine is a reciprocating type internal combustion engine configuration in which the cylinders point outward from a central crankshaft like the spokes of a wheel.',"Skids 
","['Sk', 'ids', ' ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.0011541513214032644, 0.09157762951672344, 0.15599168182995807, 0.951521195873577, 0.99968598216695, 0.99664091723881, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1581232696771621,Skids,"['Sk', 'ids']",0.0102807802290344,0.0,"{0: ""\n        The response provided does not address the question asked about how aircraft radial engines are built. The reference answer provides a clear description of the radial engine's structure, but the response only mentions 'skids', which is unrelated to the construction of radial engines. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0""}",0.0
how deep can be drill for deep underwater,'Deepwater drilling is the process of oil and gas exploration and production in depths of more than 500 feet.',"12,000 meters 
","['1', '2', ',', '0', '0', '0', ' meters', ' ', '\n', '<end_of_turn>', '<eos>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>']","[0.9697989865198717, 0.6100465105052565, 0.9405936195457337, 0.9895810141858761, 0.9995803210984382, 0.9994789694170763, 0.838196949302426, 0.5614049001111351, 0.9927013102061139, 0.9999221623902257, 0.9763491108848341, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.881879448890686,"12,000 meters","['1', '2', ',', '0', '0', '0', 'meters']",0.8953163149833804,0.0,"{0: '\n        The response provided is a specific numerical value, while the reference answer is a general description of deepwater drilling. The response does not address the concept of deep underwater drilling or provide any context or explanation. It simply states a depth measurement without any additional information. Therefore, the response and reference answer are not semantically equivalent, and the score is 0. [RESULT] 0'}",0.0
